roatation_x,rotation_y,rotation_x_temp,rotation_y_temp
-1.137367168585326,-6.015215893914366,-1.137367168585326,-6.015215893914366
-2.5692259636769963,-7.442196075116726,-1.4318587950916704,-1.4269801812023601
-6.953549166389455,-8.249271347817675,-4.384323202712459,-0.8070752727009491
3.0375946502248494,6.303640149648604,9.991143816614304,14.55291149746628
-1.7149804468970524,-0.2587798150154228,-4.752575097121902,-6.562419964664027
-2.215494725495987,-0.9003923729464063,-0.5005142785989345,-0.6416125579309835
-7.3219035004357504,-1.745007351483693,-5.106408774939764,-0.8446149785372867
-9.038279766051815,-11.084117021480282,-1.716376265616065,-9.339109669996589
-2.420570116901013,2.1494221750869187,6.617709649150802,13.2335391965672
-3.6115970031534976,1.9674574449575388,-1.1910268862524844,-0.18196473012937986
-7.891645523991061,-4.435769863262486,-4.280048520837563,-6.403227308220025
-10.07821175809537,-10.461935574050656,-2.186566234104308,-6.02616571078817
-9.676802463147242,-5.308405272905993,0.4014092949481274,5.153530301144663
-6.243956548978249,-0.9534808780188015,3.4328459141689924,4.354924394887192
-6.867278295554421,-1.9059947495138232,-0.6233217465761713,-0.9525138714950216
-12.530089974392602,-13.818711016206478,-5.662811678838183,-11.912716266692655
-8.11134147384588,-5.274893539384841,4.418748500546723,8.543817476821637
-6.826339223534029,-4.688605996514141,1.2850022503118494,0.5862875428707
-7.392641237149215,-7.096706613198606,-0.5663020136151857,-2.4081006166844645
-6.732864307374303,-6.228549874308904,0.6597769297749123,0.8681567388897022
-7.814355475822502,-8.562521621944285,-1.0814911684481994,-2.333971747635381
-7.836756670476696,-8.713403910887337,-0.022401194654193546,-0.1508822889430519
-8.092433672932756,-11.872522832573253,-0.2556770024560606,-3.1591189216859163
-6.334639329532705,-9.718597523222236,1.7577943434000514,2.153925309351017
-7.194751726496569,-11.868053571059193,-0.8601123969638638,-2.1494560478369564
-5.881202310776697,-12.441977336960164,1.3135494157198724,-0.5739237659009717
-6.247495649842312,-14.101578192073696,-0.3662933390656149,-1.6596008551135313
-6.249310854638672,-14.462532123957516,-0.0018152047963597706,-0.3609539318838202
-7.553935785271188,-18.6127249219822,-1.3046249306325157,-4.150192798024683
-8.519427636989779,-21.417042197859935,-0.9654918517185904,-2.804317275877736
-8.712686968521897,-23.005577637838,-0.1932593315321185,-1.5885354399780667
-4.759421599576119,-16.063724695270757,3.953265368945778,6.941852942567245
-6.968908029610396,-21.397692066715067,-2.2094864300342767,-5.333967371444309
-6.512535723772466,-20.622106957859906,0.45637230583792987,0.7755851088551609
-7.124105656892698,-22.546741586274543,-0.6115699331202318,-1.924634628414637
-5.743108122583084,-19.694992589981545,1.3809975343096141,2.851748996292997
-5.848705518156075,-21.602596748195403,-0.10559739557299141,-1.9076041582138572
-7.931270886355196,-23.640194249276647,-2.0825653681991207,-2.037597501081244
-11.327066836531362,-30.29894129674775,-3.3957959501761663,-6.658747047471103
-7.368083399638705,-24.637274461999823,3.958983436892657,5.661666834747926
-8.170327696098418,-26.505698345104413,-0.8022442964597132,-1.8684238831045903
-7.692369983049328,-25.440149211788025,0.47795771304908996,1.065549133316388
-5.897767028115183,-22.08980178433896,1.794602954934145,3.3503474274490657
-5.919679332301218,-20.67416110199988,-0.02191230418603496,1.415640682339081
-8.120463037790694,-24.593370979238223,-2.200783705489476,-3.9192098772383446
