x_Raw,y_Raw,z_Raw,x_Gravity,y_Gravity,z_Gravity,x_Linear,y_Linear,z_Linear,x_Gyroscope,y_Gyroscope,z_Gyroscope,x_Geomagnetic,y_Geomagnetic,z_Geomagnetic,rotationMatirx0,rotationMatirx1,rotationMatirx2,rotationMatirx3,rotationMatirx4,rotationMatirx5,RrotationMatirx,rotationMatirx7,rotationMatirx8
0.23114233,-9.840756,0.0964727,0.1709964,-9.802814,0.21448627,0.121365264,-0.08557987,-0.09957396,0.018369138,-0.38374785,0.01468732,14.898262,-46.795654,10.029802,-0.5699187,-0.005331124,0.8216837,0.8213654,0.024879001,0.5698593,-0.023480665,0.9996762,-0.009800209
0.28384286,-9.697028,0.28092456,0.1680285,-9.802701,0.22185953,0.023583934,-0.0094537735,0.09657271,0.010912293,-0.34113732,-0.0066179493,14.673264,-47.6019,9.917303,-0.5407911,0.008537643,0.8411136,0.8406484,0.040253025,0.5400834,-0.029246327,0.9991531,-0.028945634
0.058667883,-9.740147,0.48454022,0.18096504,-9.802173,0.23461118,0.18190715,0.047450066,0.018848032,0.018369138,-0.31983206,0.025339955,14.448257,-48.33316,9.336054,-0.43935326,0.041992966,0.8973323,0.8982942,0.02722712,0.43855003,-0.0060157576,0.9987468,-0.049684364
0.21916495,-9.716192,0.22343308,0.16007008,-9.802396,0.2404086,-0.1121886,0.020456314,0.22675656,-0.045546673,-0.38374785,0.039188385,14.298264,-48.501907,9.279804,-0.52589256,0.007696042,0.8505162,0.8502522,0.031262,0.5254464,-0.022544978,0.9994816,-0.02298403
0.058667883,-9.771288,0.28092456,0.16063017,-9.8028,0.22294717,0.006953776,-0.07034683,-0.048265293,0.014108083,-0.3070489,0.0029694224,14.054512,-48.6519,9.298555,-0.49770862,0.021939876,0.86706674,0.8673235,0.019506678,0.49736243,-0.006001522,0.999569,-0.028737612
0.051481448,-9.747334,0.24738786,0.1523774,-9.802869,0.22568266,-0.104645245,-0.0042915344,0.0016887039,-0.019980349,-0.34007207,0.018948374,14.298256,-49.12065,9.654806,-0.51372063,0.019056376,0.85774595,0.8579414,0.017562622,0.51344746,-0.005279819,0.9996641,-0.025371531
0.12095033,-9.728169,0.098868184,0.15319088,-9.803411,0.20017537,-0.08393742,-0.065644264,-0.07364541,-0.038089827,-0.3070489,-0.04922849,14.354507,-49.551895,9.861057,-0.56293976,0.0014007243,0.8264968,0.8264045,0.015994975,0.5628498,-0.012431397,0.99987113,-0.010161772
0.21197851,-9.639537,0.103659146,0.1722569,-9.803476,0.18050924,0.06008683,0.10514736,-0.16661933,0.036478616,-0.35178995,0.023209428,14.242012,-49.833145,9.9735565,-0.5831778,-0.004088919,0.81233424,0.81204706,0.024127658,0.58309305,-0.021983942,0.99970055,-0.01075032
0.16646442,-9.699424,0.29050648,0.16301934,-9.80324,0.20074207,-0.06240022,0.017985344,0.11762698,0.033282828,-0.32196257,-2.263682E-4,14.410759,-50.2269,9.898556,-0.52659625,0.016419373,0.8499569,0.84994245,0.030341176,0.52600116,-0.017152084,0.9994047,-0.029933073
0.05387692,-9.747334,0.27852908,0.16431756,-9.802553,0.2309286,-0.03250122,-0.0046157837,0.07335989,0.043935463,-0.28787413,0.024274694,14.429504,-50.62065,9.936056,-0.51436406,0.02165415,0.85729843,0.857554,0.019428264,0.5140267,-0.00552501,0.9995767,-0.028562805
0.08501814,-9.7808695,0.2210376,0.15021458,-9.802415,0.24597214,-0.07843125,-0.050326347,-0.054212213,0.048196517,-0.27615625,0.028535748,14.448257,-50.80815,10.273556,-0.5458179,0.014188642,0.83778363,0.8378587,0.019611433,0.5455347,-0.008689742,0.999707,-0.02259235
0.08501814,-9.735355,0.09168175,0.13447821,-9.8022,0.26304266,-0.082028575,-0.001332283,-0.03292483,0.019434402,-0.26763412,0.012556794,14.185753,-50.88315,10.611055,-0.593449,0.0023972185,0.804868,0.8048242,0.01261656,0.59337914,-0.008732206,0.9999175,-0.009416624
0.010758311,-9.768892,0.21145567,0.12738028,-9.802364,0.26042792,-0.05584161,-0.05923462,-0.1573377,0.0311523,-0.27082992,0.0093610035,14.242004,-50.864395,10.8173065,-0.5650001,0.017233646,0.8249108,0.82509005,0.013135264,0.5648485,-0.0011010239,0.99976516,-0.021640735
0.16646442,-9.732961,0.29529744,0.13305552,-9.802185,0.26427427,0.058354437,0.099243164,-0.010127634,-0.015719295,-0.25911203,-0.03111901,14.485756,-50.845642,11.248558,-0.5803863,0.014776557,0.81420726,0.8141619,0.031515297,0.579782,-0.0170928,0.999394,-0.030321555
0.21197851,-9.658701,0.20666471,0.15288399,-9.802095,0.2567604,0.055381,-0.1077404,-0.0075630248,-0.021045612,-0.22928464,-0.046032704,14.335754,-50.995636,11.361059,-0.6174149,0.0032809936,0.7866308,0.7863317,0.030460466,0.6170531,-0.021936595,0.9995306,-0.021386696
0.14250962,-9.70661,0.37434822,0.17697163,-9.8019905,0.24506864,-0.006657213,0.1010561,0.059429407,-0.028502457,-0.26763412,-0.015140058,14.092003,-51.220642,11.39856,-0.57680404,0.02302317,0.816558,0.8167508,0.03420457,0.57597584,-0.014669226,0.9991497,-0.038533527
0.23593329,-9.764102,0.14917323,0.199265,-9.802029,0.22563109,-0.033905268,0.0024023056,0.05189234,-0.027437193,-0.23567623,-0.04922849,13.454498,-51.595627,11.229809,-0.6499866,-0.004095778,0.75993454,0.75956166,0.028281314,0.6498201,-0.02415347,0.9995916,-0.015271482
0.20958303,-9.814406,0.1659416,0.21970361,-9.801913,0.2112132,-0.013234302,-0.1256504,-0.050845623,-0.0061319238,-0.22821939,-0.023662167,13.454498,-51.539383,11.079809,-0.6369924,-5.6889775E-4,0.77087,0.7705747,0.027221793,0.63676846,-0.021346716,0.9996294,-0.016901694
0.2479107,-9.809616,0.17312801,0.22986856,-9.801886,0.20145074,0.0364421,-0.065327644,-0.014915392,-0.0050666602,-0.19519621,-0.011944267,13.529503,-51.52063,11.379808,-0.65042484,-0.0030322648,0.7595646,0.7591505,0.030660536,0.6501926,-0.025260214,0.99952525,-0.017640427
0.23353781,-9.709005,0.20666471,0.23879574,-9.801744,0.1979003,0.04666747,-0.014493942,-0.06415254,0.025825983,-0.19093516,-0.010879003,13.529503,-51.689392,11.136059,-0.6326131,0.0012685024,0.77446693,0.77409476,0.032078005,0.63225657,-0.024041334,0.9994846,-0.021274908
0.17604633,-9.735355,0.28571552,0.23986831,-9.801365,0.21469225,-0.07178277,-0.031373024,0.05810137,0.018369138,-0.19093516,8.388953E-4,13.417007,-51.76439,11.042311,-0.606554,0.012361833,0.79494613,0.79483676,0.032157354,0.6059705,-0.01807246,0.99940634,-0.029330814
0.101786494,-9.749728,0.19708282,0.23897883,-9.801236,0.22147454,-0.056502953,0.027422905,0.025036395,0.022630192,-0.18880463,-0.0012916317,13.042007,-51.651886,11.004812,-0.6230838,0.009304559,0.78209984,0.7820856,0.020754829,0.6228255,-0.0104372315,0.9997414,-0.020208957
0.116159365,-9.63235,0.42704874,0.22241676,-9.801062,0.2451623,-0.15983309,0.020271301,0.11169788,0.047131255,-0.2516552,-0.010879003,13.454514,-51.820633,11.2110615,-0.5703269,0.029516168,0.82088727,0.8213293,0.035147592,0.56937027,-0.012046587,0.9989461,-0.044288117
0.19041921,-9.778475,0.37434822,0.23094724,-9.799989,0.2779715,-0.06758976,-0.01880455,0.1798499,-8.056059E-4,-0.24739413,-0.028988486,13.435768,-51.933136,11.436062,-0.6051938,0.018682655,0.795859,0.7958405,0.038630955,0.6042729,-0.019455368,0.9990789,-0.038247623
0.4060123,-9.759311,0.18031445,0.24534802,-9.799672,0.2767987,0.114497915,-0.0029172897,-0.09451753,0.02476072,-0.23993728,-0.007683213,13.717018,-52.083145,11.361063,-0.6690249,-0.014103409,0.7431062,0.7420772,0.043231353,0.66891897,-0.04155952,0.99896556,-0.018457033
0.44673544,-9.735355,0.18031445,0.2677679,-9.799061,0.277676,0.20941266,-0.09430504,-0.11715853,0.021564929,-0.19519621,0.00829574,13.417015,-51.8394,11.323563,-0.6843617,-0.017903127,0.7289229,0.72770095,0.046067886,0.6843459,-0.045831867,0.9987779,-0.018498974
0.45871282,-9.682655,0.13719586,0.2787756,-9.798796,0.27618393,0.20090368,0.036010742,-0.15397057,0.032217562,-0.14193304,0.02001364,13.548271,-52.139404,11.586063,-0.69943625,-0.023014145,0.7143244,0.7131271,0.04369799,0.6996717,-0.047316883,0.9987797,-0.0141519485
0.38445294,-9.675468,0.18031445,0.28395805,-9.79857,0.27888927,0.11450106,0.07705021,-0.11095515,0.020499665,-0.12701935,0.030666275,13.398277,-52.383163,11.886065,-0.6939727,-0.014159346,0.7198621,0.7189061,0.041496687,0.6938673,-0.039696597,0.9990382,-0.018618327
0.3221705,-9.603604,0.29050648,0.2796568,-9.798647,0.28053653,0.09254876,0.07984829,-0.045389444,0.011977556,-0.10677935,0.023209428,13.473282,-52.233154,12.279814,-0.6680142,1.00537574E-4,0.74414855,0.7433936,0.045125067,0.6673304,-0.03351266,0.99898136,-0.030218922
0.3461253,-9.697028,0.29050648,0.273545,-9.7986965,0.2847925,0.04375425,0.05466938,0.008124322,0.023695456,-0.09506145,0.022144167,13.098282,-51.9144,12.167315,-0.6863315,-0.002709699,0.7272838,0.72641426,0.04647053,0.6856841,-0.035655264,0.9989159,-0.029925823
0.3820575,-9.802429,0.288111,0.2750718,-9.79833,0.29571325,0.06516385,-0.056664467,0.021766305,0.018369138,-0.06310354,0.013622058,12.910782,-51.576904,12.354815,-0.7050831,-0.006639634,0.70909375,0.7080555,0.048303634,0.704503,-0.038929444,0.9988107,-0.02935684
0.35331172,-9.819198,0.3647663,0.2761547,-9.798,0.30547535,0.098395556,-0.07564354,0.040026635,0.010912293,-0.010905636,0.015752586,12.742035,-51.74565,12.054815,-0.68151593,0.002662929,0.7317984,0.7309205,0.051579587,0.6805107,-0.035933707,0.9986654,-0.037098702
0.35810268,-9.725774,0.38153467,0.27675554,-9.797732,0.31342444,0.1144467,0.012210846,0.015232027,0.01304282,0.022117533,0.013622058,12.967033,-51.876892,11.886065,-0.6652081,0.004797283,0.7466427,0.7457524,0.053509578,0.6640711,-0.036766794,0.99855584,-0.039172582
0.3700801,-9.888666,0.39590752,0.27943823,-9.7973385,0.32321316,0.09490678,-0.10417271,0.034133554,0.027956508,0.040227015,0.0019041589,13.0982895,-52.008133,11.642315,-0.6508313,0.006038493,0.75919837,0.7583021,0.054388136,0.6496303,-0.037368596,0.9985015,-0.0399765
0.3676846,-10.075514,0.30727482,0.28527805,-9.796407,0.345563,0.102840036,-0.291564,-0.0032135844,0.056718625,0.08922914,-0.014074794,12.8170395,-51.83937,11.567314,-0.6746772,-0.0021106421,0.73811,0.73721236,0.04745788,0.67399246,-0.03645169,0.998871,-0.030462755
0.25988805,-10.226429,0.4677719,0.2923789,-9.795208,0.3725681,-0.010327131,-0.3652315,0.01692313,0.1216997,0.0902944,-0.035380065,12.592041,-51.708115,11.567314,-0.63207686,0.01937105,0.77466357,0.77449,0.048532538,0.6307217,-0.02537865,0.99863374,-0.045678973
0.22395591,-10.372553,0.8127208,0.3213616,-9.789904,0.4742282,-0.13921304,-0.5592022,0.47822583,0.076958634,0.1137302,-0.14190641,12.554543,-51.23935,11.961065,-0.5694386,0.051985055,0.82038856,0.82175225,0.062125564,0.56644845,-0.021520248,0.99671364,-0.07809552
0.32696146,-10.315062,0.563591,0.3686052,-9.785818,0.52181035,-0.106556,-0.5241051,0.13627243,0.1387439,0.08283756,-0.16214642,12.854546,-50.3956,12.467316,-0.65768534,0.020296255,0.7530192,0.75262815,0.059684258,0.6557351,-0.03163443,0.99801093,-0.054529
0.4275716,-10.041977,0.75043833,0.45155323,-9.775511,0.63707465,-0.08167383,-0.28296852,-0.04698944,0.3145124,0.09455546,-0.168538,13.042046,-49.96434,12.729816,-0.63572353,0.030572077,0.77131116,0.7707502,0.080053374,0.6320882,-0.04242181,0.9963216,-0.074455254
0.47548115,-10.049164,0.9253083,0.523842,-9.756967,0.83521575,-0.11484176,-0.1502161,0.06999719,0.31344715,0.10307757,-0.13551483,13.135796,-49.008102,13.236067,-0.62720644,0.041934725,0.7777233,0.7774298,0.09404775,0.6218987,-0.047063973,0.99468416,-0.09158866
0.5736958,-9.843152,0.86302584,0.5689284,-9.7433605,0.9558377,-0.029205918,-0.07464218,-0.086455226,0.31877345,0.12970915,-0.13551483,13.135796,-47.82686,14.192316,-0.6946887,0.022547498,0.718957,0.7169713,0.10224716,0.68956333,-0.057963386,0.99450344,-0.087195866
0.5281817,-9.8862705,1.124133,0.6287794,-9.719633,1.1418148,-0.17115945,-3.2901764E-4,0.0056113005,0.29640293,0.108403884,-0.16427694,12.685799,-46.289368,15.448566,-0.7055044,0.04274558,0.7074153,0.7067204,0.11709418,0.69773597,-0.05300908,0.99220055,-0.11281963
0.68867874,-9.88148,1.1456923,0.6879876,-9.70181,1.2537712,-0.032614768,-0.12445831,-0.20177543,0.3635145,0.08070703,-0.20156117,12.892044,-45.18312,16.498566,-0.7560015,0.023156868,0.6541602,0.6509161,0.13204163,0.7475782,-0.0690648,0.9909736,-0.11489684
0.8036617,-9.7808695,1.4810593,0.7950045,-9.664396,1.4621264,-0.07414287,-0.021862984,-0.08262563,0.38801557,0.059401754,-0.21540959,13.360786,-44.508118,17.398565,-0.7388395,0.041143525,0.67262435,0.6689989,0.1647188,0.7247815,-0.080973804,0.98548204,-0.14922573
1.0024865,-9.459876,1.5409464,0.8757178,-9.634521,1.6060896,0.036325276,0.1754198,-0.1626929,0.40079874,0.08922914,-0.2122138,13.7545395,-43.176865,18.711065,-0.8014292,0.003876418,0.5980772,0.5887144,0.18147571,0.7877068,-0.105482996,0.98338777,-0.14772202
1.0575825,-9.359265,1.7661213,0.9889923,-9.583458,1.8301944,0.010749698,0.30126,-0.13754678,0.39121136,0.09349019,-0.17919064,14.092041,-42.576874,19.142313,-0.7669442,0.034257136,0.64079875,0.6321528,0.21206492,0.7452592,-0.110360496,0.97665495,-0.1842977
1.0719553,-9.308961,1.8571495,1.0769781,-9.530671,2.0437212,0.037934422,0.2362442,-0.2986443,0.40079874,0.13077442,-0.13444957,14.635796,-40.795624,20.379812,-0.7758433,0.03632098,0.6298793,0.6208664,0.22151336,0.75196856,-0.11221443,0.9744807,-0.19441013
1.0144638,-9.388011,2.1230476,1.1132655,-9.494145,2.1891153,-0.07084763,0.18728065,-0.19681954,0.38055873,0.17338496,-0.14190641,14.748299,-39.74562,21.336061,-0.7616847,0.063516885,0.64482707,0.63941354,0.23467195,0.7321744,-0.10481741,0.9699972,-0.21935959
1.0264412,-9.33052,2.2140756,1.1698444,-9.437118,2.3963857,-0.103474975,0.19940758,-0.21759129,0.36244926,0.1403618,-0.17812537,14.654549,-38.33937,22.573565,-0.78927034,0.05822595,0.611279,0.6047522,0.2462515,0.757387,-0.10642881,0.96745545,-0.22957128
1.0767462,-9.213141,2.5039287,1.2241286,-9.392723,2.5394206,-0.2319752,0.04801941,-0.14981627,0.36244926,0.15314496,-0.22073591,14.523293,-37.87062,23.473566,-0.79176784,0.072306305,0.6065274,0.60045326,0.27431765,0.7511362,-0.11206928,0.95891684,-0.26061246
1.1677744,-9.177209,2.7937815,1.318725,-9.321092,2.7474697,-0.18493891,0.2430582,0.023611307,0.29853344,0.12970915,-0.20582223,14.917046,-36.98938,24.298567,-0.7843149,0.08717865,0.61420685,0.6084801,0.3009627,0.7342843,-0.12083942,0.9496428,-0.289096
